gid,경도,위도
다바585537,127.0360778000,36.6808121300
다바585538,127.0360724000,36.6817135900
다바585539,127.0360669000,36.6826150600
다바585540,127.0360615000,36.6835165200
다바585541,127.0360561000,36.6844179800
다바585542,127.0360507000,36.6853194400
다바585543,127.0360453000,36.6862209000
다바585544,127.0360399000,36.6871223600
다바585545,127.0360345000,36.6880238200
다바585546,127.0360290000,36.6889252800
다바585547,127.0360236000,36.6898267400
다바585548,127.0360182000,36.6907282000
다바585549,127.0360128000,36.6916296600
다바585550,127.0360074000,36.6925311300
다바586508,127.0373535000,36.6546740300
다바586509,127.0373481000,36.6555755000
다바586510,127.0373427000,36.6564769600
다바586511,127.0373373000,36.6573784300
다바586512,127.0373319000,36.6582798900
다바586513,127.0373265000,36.6591813600
다바586514,127.0373211000,36.6600828300
다바586515,127.0373157000,36.6609842900
다바586516,127.0373103000,36.6618857600
다바586517,127.0373049000,36.6627872200
다바586518,127.0372995000,36.6636886800
다바586519,127.0372941000,36.6645901500
다바586520,127.0372887000,36.6654916100
다바586521,127.0372833000,36.6663930800
다바586522,127.0372780000,36.6672945400
다바586523,127.0372726000,36.6681960100
다바586524,127.0372672000,36.6690974700
다바586525,127.0372618000,36.6699989300
다바586526,127.0372564000,36.6709004000
다바586527,127.0372510000,36.6718018600
다바586528,127.0372456000,36.6727033200
다바586529,127.0372402000,36.6736047900
다바586530,127.0372348000,36.6745062500
다바586531,127.0372294000,36.6754077100
다바586532,127.0372240000,36.6763091800
다바586533,127.0372186000,36.6772106400
다바586534,127.0372132000,36.6781121000
다바586535,127.0372078000,36.6790135600
다바586536,127.0372024000,36.6799150300
다바586537,127.0371970000,36.6808164900
다바586538,127.0371916000,36.6817179500
다바586539,127.0371862000,36.6826194100
다바586540,127.0371808000,36.6835208700
다바586541,127.0371754000,36.6844223300
다바586542,127.0371700000,36.6853238000
다바586543,127.0371646000,36.6862252600
다바586544,127.0371592000,36.6871267200
다바586545,127.0371538000,36.6880281800
다바586546,127.0371484000,36.6889296400
다바586547,127.0371430000,36.6898311000
다바586548,127.0371376000,36.6907325600
다바586549,127.0371322000,36.6916340200
다바586550,127.0371267000,36.6925354800
다바587508,127.0384723000,36.6546783700
다바587509,127.0384669000,36.6555798400
다바587510,127.0384615000,36.6564813000
다바587511,127.0384562000,36.6573827700
다바587512,127.0384508000,36.6582842400
다바587513,127.0384454000,36.6591857000
다바587514,127.0384400000,36.6600871700
다바587515,127.0384346000,36.6609886300
다바587516,127.0384293000,36.6618901000
다바587517,127.0384239000,36.6627915600
다바587518,127.0384185000,36.6636930300
다바587519,127.0384131000,36.6645944900
다바587520,127.0384077000,36.6654959600
다바587521,127.0384023000,36.6663974200
다바587522,127.0383970000,36.6672988800
다바587523,127.0383916000,36.6682003500
다바587524,127.0383862000,36.6691018100
다바587525,127.0383808000,36.6700032800
다바587526,127.0383754000,36.6709047400
다바587527,127.0383700000,36.6718062000
다바587528,127.0383646000,36.6727076700
다바587529,127.0383593000,36.6736091300
다바587530,127.0383539000,36.6745105900
다바587531,127.0383485000,36.6754120600
다바587532,127.0383431000,36.6763135200
다바587533,127.0383377000,36.6772149800
다바587534,127.0383323000,36.6781164400
다바587535,127.0383269000,36.6790179100
다바587536,127.0383216000,36.6799193700
다바587537,127.0383162000,36.6808208300
다바587538,127.0383108000,36.6817222900
다바587539,127.0383054000,36.6826237600
다바587540,127.0383000000,36.6835252200
다바587541,127.0382946000,36.6844266800
다바587542,127.0382892000,36.6853281400
다바587543,127.0382838000,36.6862296000
다바587544,127.0382785000,36.6871310600
다바587545,127.0382731000,36.6880325200
다바587546,127.0382677000,36.6889339900
다바587547,127.0382623000,36.6898354500
다바587548,127.0382569000,36.6907369100
다바587549,127.0382515000,36.6916383700
다바587550,127.0382461000,36.6925398300
다바587551,127.0382407000,36.6934412900
다바588508,127.0395911000,36.6546827000
다바588509,127.0395858000,36.6555841700
다바588510,127.0395804000,36.6564856300
다바588511,127.0395750000,36.6573871000
다바588512,127.0395697000,36.6582885700
다바588513,127.0395643000,36.6591900300
다바588514,127.0395589000,36.6600915000
다바588515,127.0395535000,36.6609929600
다바588516,127.0395482000,36.6618944300
다바588517,127.0395428000,36.6627958900
다바588518,127.0395374000,36.6636973600
다바588519,127.0395321000,36.6645988200
다바588520,127.0395267000,36.6655002900
다바588521,127.0395213000,36.6664017500
다바588522,127.0395160000,36.6673032200
다바588523,127.0395106000,36.6682046800
다바588524,127.0395052000,36.6691061400
다바588525,127.0394998000,36.6700076100
다바588526,127.0394945000,36.6709090700
다바588527,127.0394891000,36.6718105400
다바588528,127.0394837000,36.6727120000
다바588529,127.0394784000,36.6736134600
다바588530,127.0394730000,36.6745149300
다바588531,127.0394676000,36.6754163900
다바588532,127.0394622000,36.6763178500
다바588533,127.0394569000,36.6772193200
다바588534,127.0394515000,36.6781207800
다바588535,127.0394461000,36.6790222400
다바588536,127.0394407000,36.6799237000
다바588537,127.0394354000,36.6808251700
다바588538,127.0394300000,36.6817266300
다바588539,127.0394246000,36.6826280900
다바588540,127.0394192000,36.6835295500
다바588541,127.0394139000,36.6844310100
다바588542,127.0394085000,36.6853324800
다바588543,127.0394031000,36.6862339400
다바588544,127.0393977000,36.6871354000
다바588545,127.0393924000,36.6880368600
다바588546,127.0393870000,36.6889383200
다바588547,127.0393816000,36.6898397800
다바588548,127.0393762000,36.6907412400
다바588549,127.0393709000,36.6916427000
다바588550,127.0393655000,36.6925441600
다바588551,127.0393601000,36.6934456200
다바589507,127.0407153000,36.6537855500
다바589508,127.0407099000,36.6546870200
다바589509,127.0407046000,36.6555884900
다바589510,127.0406992000,36.6564899500
다바589511,127.0406939000,36.6573914200
다바589512,127.0406885000,36.6582928900
다바589513,127.0406832000,36.6591943500
다바589514,127.0406778000,36.6600958200
다바589515,127.0406725000,36.6609972800
다바589516,127.0406671000,36.6618987500
다바589517,127.0406618000,36.6628002100
다바589518,127.0406564000,36.6637016800
다바589519,127.0406510000,36.6646031400
다바589520,127.0406457000,36.6655046100
다바589521,127.0406403000,36.6664060700
다바589522,127.0406350000,36.6673075400
다바589523,127.0406296000,36.6682090000
다바589524,127.0406242000,36.6691104700
다바589525,127.0406189000,36.6700119300
다바589526,127.0406135000,36.6709133900
다바589527,127.0406082000,36.6718148600
다바589528,127.0406028000,36.6727163200
다바589529,127.0405975000,36.6736177900
다바589530,127.0405921000,36.6745192500
다바589531,127.0405867000,36.6754207100
다바589532,127.0405814000,36.6763221800
다바589533,127.0405760000,36.6772236400
다바589534,127.0405707000,36.6781251000
다바589535,127.0405653000,36.6790265600
다바589536,127.0405599000,36.6799280300
다바589537,127.0405546000,36.6808294900
다바589538,127.0405492000,36.6817309500
다바589539,127.0405439000,36.6826324100
다바589540,127.0405385000,36.6835338800
다바589541,127.0405331000,36.6844353400
다바589542,127.0405278000,36.6853368000
다바589543,127.0405224000,36.6862382600
다바589544,127.0405170000,36.6871397200
다바589545,127.0405117000,36.6880411800
다바589546,127.0405063000,36.6889426500
다바589547,127.0405009000,36.6898441100
다바589548,127.0404956000,36.6907455700
다바589549,127.0404902000,36.6916470300
다바589550,127.0404849000,36.6925484900
다바589551,127.0404795000,36.6934499500
다바589552,127.0404741000,36.6943514100
다바590505,127.0418448000,36.6519869300
다바590506,127.0418395000,36.6528884000
다바590507,127.0418341000,36.6537898600
다바590508,127.0418288000,36.6546913300
다바590509,127.0418234000,36.6555928000
다바590510,127.0418181000,36.6564942600
다바590511,127.0418127000,36.6573957300
다바590512,127.0418074000,36.6582972000
다바590513,127.0418021000,36.6591986600
다바590514,127.0417967000,36.6601001300
다바590515,127.0417914000,36.6610015900
다바590516,127.0417860000,36.6619030600
다바590517,127.0417807000,36.6628045200
다바590518,127.0417753000,36.6637059900
다바590519,127.0417700000,36.6646074500
다바590520,127.0417647000,36.6655089200
다바590521,127.0417593000,36.6664103800
다바590522,127.0417540000,36.6673118500
다바590523,127.0417486000,36.6682133100
다바590524,127.0417433000,36.6691147800
다바590525,127.0417379000,36.6700162400
다바590526,127.0417326000,36.6709177100
다바590527,127.0417272000,36.6718191700
다바590528,127.0417219000,36.6727206300
다바590529,127.0417166000,36.6736221000
다바590530,127.0417112000,36.6745235600
다바590531,127.0417059000,36.6754250200
다바590532,127.0417005000,36.6763264900
다바590533,127.0416952000,36.6772279500
다바590534,127.0416898000,36.6781294100
다바590535,127.0416845000,36.6790308800
다바590536,127.0416791000,36.6799323400
다바590537,127.0416738000,36.6808338000
다바590538,127.0416684000,36.6817352600
다바590539,127.0416631000,36.6826367300
다바590540,127.0416577000,36.6835381900
다바590541,127.0416524000,36.6844396500
다바590542,127.0416470000,36.6853411100
다바590543,127.0416417000,36.6862425800
다바590544,127.0416363000,36.6871440400
다바590545,127.0416310000,36.6880455000
다바590546,127.0416256000,36.6889469600
다바590547,127.0416203000,36.6898484200
다바590548,127.0416149000,36.6907498800
다바590549,127.0416096000,36.6916513400
다바590550,127.0416042000,36.6925528000
다바590551,127.0415989000,36.6934542600
다바590552,127.0415935000,36.6943557300
다바590553,127.0415882000,36.6952571900
다바590554,127.0415828000,36.6961586500
다바591504,127.0429689000,36.6510897600
다바591505,127.0429636000,36.6519912300
다바591506,127.0429583000,36.6528926900
다바591507,127.0429529000,36.6537941600
다바591508,127.0429476000,36.6546956300
다바591509,127.0429423000,36.6555971000
다바591510,127.0429369000,36.6564985600
다바591511,127.0429316000,36.6574000300
다바591512,127.0429263000,36.6583014900
다바591513,127.0429210000,36.6592029600
다바591514,127.0429156000,36.6601044300
다바591515,127.0429103000,36.6610058900
다바591516,127.0429050000,36.6619073600
다바591517,127.0428996000,36.6628088200
다바591518,127.0428943000,36.6637102900
다바591519,127.0428890000,36.6646117500
다바591520,127.0428836000,36.6655132200
다바591521,127.0428783000,36.6664146800
다바591522,127.0428730000,36.6673161500
다바591523,127.0428676000,36.6682176100
다바591524,127.0428623000,36.6691190800
다바591525,127.0428570000,36.6700205400
다바591526,127.0428516000,36.6709220100
다바591527,127.0428463000,36.6718234700
다바591528,127.0428410000,36.6727249300
다바591529,127.0428356000,36.6736264000
다바591530,127.0428303000,36.6745278600
다바591531,127.0428250000,36.6754293300
다바591532,127.0428196000,36.6763307900
다바591533,127.0428143000,36.6772322500
다바591534,127.0428090000,36.6781337200
다바591535,127.0428036000,36.6790351800
다바591536,127.0427983000,36.6799366400
다바591537,127.0427930000,36.6808381000
다바591538,127.0427876000,36.6817395700
다바591539,127.0427823000,36.6826410300
다바591540,127.0427770000,36.6835424900
다바591541,127.0427716000,36.6844439500
다바591542,127.0427663000,36.6853454200
다바591543,127.0427610000,36.6862468800
다바591544,127.0427556000,36.6871483400
다바591545,127.0427503000,36.6880498000
다바591546,127.0427450000,36.6889512600
다바591547,127.0427396000,36.6898527200
다바591548,127.0427343000,36.6907541900
다바591549,127.0427289000,36.6916556500
다바591550,127.0427236000,36.6925571100
다바591551,127.0427183000,36.6934585700
다바591552,127.0427129000,36.6943600300
다바591553,127.0427076000,36.6952614900
다바591554,127.0427022000,36.6961629500
다바592504,127.0440877000,36.6510940500
다바592505,127.0440824000,36.6519955200
다바592506,127.0440770000,36.6528969800
다바592507,127.0440717000,36.6537984500
다바592508,127.0440664000,36.6546999200
다바592509,127.0440611000,36.6556013800
다바592510,127.0440558000,36.6565028500
다바592511,127.0440505000,36.6574043200
다바592512,127.0440452000,36.6583057800
다바592513,127.0440398000,36.6592072500
다바592514,127.0440345000,36.6601087100
다바592515,127.0440292000,36.6610101800
다바592516,127.0440239000,36.6619116500
다바592517,127.0440186000,36.6628131100
다바592518,127.0440133000,36.6637145800
다바592519,127.0440079000,36.6646160400
다바592520,127.0440026000,36.6655175100
다바592521,127.0439973000,36.6664189700
다바592522,127.0439920000,36.6673204400
다바592523,127.0439867000,36.6682219000
다바592524,127.0439813000,36.6691233700
다바592525,127.0439760000,36.6700248300
다바592526,127.0439707000,36.6709263000
다바592527,127.0439654000,36.6718277600
다바592528,127.0439601000,36.6727292300
다바592529,127.0439547000,36.6736306900
다바592530,127.0439494000,36.6745321500
다바592531,127.0439441000,36.6754336200
다바592532,127.0439388000,36.6763350800
다바592533,127.0439335000,36.6772365400
다바592534,127.0439281000,36.6781380100
다바592535,127.0439228000,36.6790394700
다바592536,127.0439175000,36.6799409300
다바592537,127.0439122000,36.6808424000
다바592538,127.0439069000,36.6817438600
다바592539,127.0439015000,36.6826453200
다바592540,127.0438962000,36.6835467800
다바592541,127.0438909000,36.6844482500
다바592542,127.0438856000,36.6853497100
다바592543,127.0438802000,36.6862511700
다바592544,127.0438749000,36.6871526300
다바592545,127.0438696000,36.6880541000
다바592546,127.0438643000,36.6889555600
다바592547,127.0438589000,36.6898570200
