gid,경도,위도
다바754788,127.2244162000,36.9076662200
다바754789,127.2244130000,36.9085676600
다바754790,127.2244097000,36.9094691100
다바754791,127.2244065000,36.9103705600
다바754792,127.2244033000,36.9112720000
다바754793,127.2244000000,36.9121734500
다바754794,127.2243968000,36.9130748900
다바754795,127.2243935000,36.9139763400
다바754796,127.2243903000,36.9148777900
다바754797,127.2243870000,36.9157792300
다바754798,127.2243838000,36.9166806800
다바754799,127.2243806000,36.9175821200
다바754800,127.2243773000,36.9184835700
다바754801,127.2243741000,36.9193850100
다바754802,127.2243708000,36.9202864600
다바754803,127.2243676000,36.9211879000
다바754804,127.2243643000,36.9220893400
다바754805,127.2243611000,36.9229907900
다바754806,127.2243578000,36.9238922300
다바754807,127.2243546000,36.9247936800
다바754808,127.2243513000,36.9256951200
다바754809,127.2243481000,36.9265965600
다바754810,127.2243449000,36.9274980100
다바754811,127.2243416000,36.9283994500
다바755568,127.2262457000,36.7093472300
다바755569,127.2262425000,36.7102487100
다바755570,127.2262393000,36.7111501800
다바755571,127.2262361000,36.7120516600
다바755572,127.2262329000,36.7129531400
다바755573,127.2262297000,36.7138546100
다바755574,127.2262265000,36.7147560900
다바755575,127.2262233000,36.7156575600
다바755576,127.2262201000,36.7165590400
다바755577,127.2262169000,36.7174605200
다바755578,127.2262137000,36.7183619900
다바755579,127.2262105000,36.7192634700
다바755580,127.2262073000,36.7201649400
다바755581,127.2262041000,36.7210664200
다바755582,127.2262009000,36.7219678900
다바755583,127.2261977000,36.7228693700
다바755584,127.2261945000,36.7237708400
다바755585,127.2261913000,36.7246723200
다바755586,127.2261881000,36.7255737900
다바755587,127.2261849000,36.7264752700
다바755588,127.2261817000,36.7273767400
다바755589,127.2261785000,36.7282782100
다바755590,127.2261753000,36.7291796900
다바755591,127.2261721000,36.7300811600
다바755592,127.2261689000,36.7309826300
다바755593,127.2261657000,36.7318841100
다바755594,127.2261625000,36.7327855800
다바755595,127.2261593000,36.7336870500
다바755596,127.2261561000,36.7345885300
다바755597,127.2261529000,36.7354900000
다바755598,127.2261497000,36.7363914700
다바755599,127.2261465000,36.7372929500
다바755600,127.2261433000,36.7381944200
다바755601,127.2261401000,36.7390958900
다바755602,127.2261369000,36.7399973600
다바755603,127.2261337000,36.7408988400
다바755604,127.2261305000,36.7418003100
다바755605,127.2261273000,36.7427017800
다바755606,127.2261241000,36.7436032500
다바755607,127.2261209000,36.7445047200
다바755608,127.2261177000,36.7454061900
다바755609,127.2261145000,36.7463076700
다바755610,127.2261113000,36.7472091400
다바755611,127.2261081000,36.7481106100
다바755612,127.2261049000,36.7490120800
다바755613,127.2261017000,36.7499135500
다바755614,127.2260985000,36.7508150200
다바755615,127.2260953000,36.7517164900
다바755616,127.2260921000,36.7526179600
다바755617,127.2260889000,36.7535194300
다바755618,127.2260856000,36.7544209000
다바755619,127.2260824000,36.7553223700
다바755620,127.2260792000,36.7562238400
다바755621,127.2260760000,36.7571253100
다바755622,127.2260728000,36.7580267800
다바755623,127.2260696000,36.7589282500
다바755624,127.2260664000,36.7598297200
다바755625,127.2260632000,36.7607311900
다바755626,127.2260600000,36.7616326600
다바755627,127.2260568000,36.7625341300
다바755628,127.2260536000,36.7634355900
다바755629,127.2260504000,36.7643370600
다바755630,127.2260472000,36.7652385300
다바755631,127.2260440000,36.7661400000
다바755632,127.2260408000,36.7670414700
다바755633,127.2260376000,36.7679429400
다바755634,127.2260343000,36.7688444000
다바755635,127.2260311000,36.7697458700
다바755636,127.2260279000,36.7706473400
다바755637,127.2260247000,36.7715488100
다바755638,127.2260215000,36.7724502700
다바755639,127.2260183000,36.7733517400
다바755640,127.2260151000,36.7742532100
다바755641,127.2260119000,36.7751546700
다바755642,127.2260087000,36.7760561400
다바755643,127.2260055000,36.7769576100
다바755644,127.2260023000,36.7778590700
다바755645,127.2259991000,36.7787605400
다바755646,127.2259959000,36.7796620100
다바755647,127.2259926000,36.7805634700
다바755648,127.2259894000,36.7814649400
다바755649,127.2259862000,36.7823664000
다바755650,127.2259830000,36.7832678700
다바755651,127.2259798000,36.7841693400
다바755652,127.2259766000,36.7850708000
다바755653,127.2259734000,36.7859722700
다바755654,127.2259702000,36.7868737300
다바755655,127.2259670000,36.7877752000
다바755656,127.2259638000,36.7886766600
다바755657,127.2259605000,36.7895781300
다바755658,127.2259573000,36.7904795900
다바755659,127.2259541000,36.7913810500
다바755660,127.2259509000,36.7922825200
다바755661,127.2259477000,36.7931839800
다바755662,127.2259445000,36.7940854500
다바755663,127.2259413000,36.7949869100
다바755664,127.2259381000,36.7958883800
다바755665,127.2259349000,36.7967898400
다바755666,127.2259316000,36.7976913000
다바755667,127.2259284000,36.7985927700
다바755668,127.2259252000,36.7994942300
다바755669,127.2259220000,36.8003956900
다바755670,127.2259188000,36.8012971500
다바755671,127.2259156000,36.8021986200
다바755672,127.2259124000,36.8031000800
다바755673,127.2259092000,36.8040015400
다바755674,127.2259059000,36.8049030000
다바755675,127.2259027000,36.8058044700
다바755676,127.2258995000,36.8067059300
다바755677,127.2258963000,36.8076073900
다바755678,127.2258931000,36.8085088500
다바755679,127.2258899000,36.8094103100
다바755680,127.2258867000,36.8103117800
다바755681,127.2258835000,36.8112132400
다바755682,127.2258802000,36.8121147000
다바755683,127.2258770000,36.8130161600
다바755684,127.2258738000,36.8139176200
다바755685,127.2258706000,36.8148190800
다바755686,127.2258674000,36.8157205400
다바755687,127.2258642000,36.8166220000
다바755688,127.2258610000,36.8175234600
다바755689,127.2258577000,36.8184249200
다바755690,127.2258545000,36.8193263800
다바755691,127.2258513000,36.8202278400
다바755692,127.2258481000,36.8211293000
다바755693,127.2258449000,36.8220307600
다바755694,127.2258417000,36.8229322200
다바755695,127.2258384000,36.8238336800
다바755696,127.2258352000,36.8247351400
다바755697,127.2258320000,36.8256366000
다바755698,127.2258288000,36.8265380600
다바755699,127.2258256000,36.8274395200
다바755700,127.2258224000,36.8283409800
다바755701,127.2258192000,36.8292424400
다바755702,127.2258159000,36.8301439000
다바755703,127.2258127000,36.8310453500
다바755704,127.2258095000,36.8319468100
다바755705,127.2258063000,36.8328482700
다바755706,127.2258031000,36.8337497300
다바755707,127.2257998000,36.8346511900
다바755708,127.2257966000,36.8355526400
다바755709,127.2257934000,36.8364541000
다바755710,127.2257902000,36.8373555600
다바755711,127.2257870000,36.8382570200
다바755712,127.2257838000,36.8391584700
다바755713,127.2257805000,36.8400599300
다바755714,127.2257773000,36.8409613900
다바755715,127.2257741000,36.8418628400
다바755716,127.2257709000,36.8427643000
다바755717,127.2257677000,36.8436657600
다바755718,127.2257644000,36.8445672100
다바755719,127.2257612000,36.8454686700
다바755720,127.2257580000,36.8463701300
다바755721,127.2257548000,36.8472715800
다바755722,127.2257516000,36.8481730400
다바755723,127.2257483000,36.8490744900
다바755724,127.2257451000,36.8499759500
다바755725,127.2257419000,36.8508774000
다바755726,127.2257387000,36.8517788600
다바755727,127.2257355000,36.8526803100
다바755728,127.2257322000,36.8535817700
다바755729,127.2257290000,36.8544832200
다바755730,127.2257258000,36.8553846800
다바755731,127.2257226000,36.8562861300
다바755732,127.2257194000,36.8571875900
다바755733,127.2257161000,36.8580890400
다바755734,127.2257129000,36.8589905000
다바755735,127.2257097000,36.8598919500
다바755736,127.2257065000,36.8607934000
다바755737,127.2257033000,36.8616948600
다바755738,127.2257000000,36.8625963100
다바755739,127.2256968000,36.8634977600
다바755740,127.2256936000,36.8643992200
다바755741,127.2256904000,36.8653006700
다바755742,127.2256871000,36.8662021200
다바755743,127.2256839000,36.8671035800
다바755744,127.2256807000,36.8680050300
다바755745,127.2256775000,36.8689064800
다바755746,127.2256743000,36.8698079400
다바755747,127.2256710000,36.8707093900
다바755748,127.2256678000,36.8716108400
다바755749,127.2256646000,36.8725122900
다바755750,127.2256614000,36.8734137400
다바755751,127.2256581000,36.8743152000
다바755752,127.2256549000,36.8752166500
다바755753,127.2256517000,36.8761181000
다바755754,127.2256485000,36.8770195500
다바755755,127.2256452000,36.8779210000
다바755756,127.2256420000,36.8788224500
다바755757,127.2256388000,36.8797239000
다바755758,127.2256356000,36.8806253500
다바755759,127.2256323000,36.8815268000
다바755760,127.2256291000,36.8824282600
다바755761,127.2256259000,36.8833297100
다바755762,127.2256227000,36.8842311600
다바755763,127.2256194000,36.8851326100
다바755764,127.2256162000,36.8860340600
다바755765,127.2256130000,36.8869355100
다바755766,127.2256098000,36.8878369600
다바755767,127.2256065000,36.8887384100
다바755768,127.2256033000,36.8896398600
다바755769,127.2256001000,36.8905413000
다바755770,127.2255969000,36.8914427500
다바755771,127.2255936000,36.8923442000
다바755772,127.2255904000,36.8932456500
다바755773,127.2255872000,36.8941471000
다바755774,127.2255839000,36.8950485500
다바755775,127.2255807000,36.8959500000
다바755776,127.2255775000,36.8968514500
다바755777,127.2255743000,36.8977528900
다바755778,127.2255710000,36.8986543400
다바755779,127.2255678000,36.8995557900
다바755780,127.2255646000,36.9004572400
다바755781,127.2255614000,36.9013586900
다바755782,127.2255581000,36.9022601300
다바755783,127.2255549000,36.9031615800
다바755784,127.2255517000,36.9040630300
다바755785,127.2255484000,36.9049644800
다바755786,127.2255452000,36.9058659200
다바755787,127.2255420000,36.9067673700
다바755788,127.2255388000,36.9076688200
다바755789,127.2255355000,36.9085702600
다바755790,127.2255323000,36.9094717100
다바755791,127.2255291000,36.9103731500
다바755792,127.2255258000,36.9112746000
다바755793,127.2255226000,36.9121760500
다바755794,127.2255194000,36.9130774900
다바755795,127.2255161000,36.9139789400
다바755796,127.2255129000,36.9148803800
다바755797,127.2255097000,36.9157818300
다바755798,127.2255065000,36.9166832800
다바755799,127.2255032000,36.9175847200
다바755800,127.2255000000,36.9184861700
다바755801,127.2254968000,36.9193876100
다바755802,127.2254935000,36.9202890600
다바755803,127.2254903000,36.9211905000
다바755804,127.2254871000,36.9220919400
다바755805,127.2254838000,36.9229933900
다바755806,127.2254806000,36.9238948300
다바755807,127.2254774000,36.9247962800
다바755808,127.2254741000,36.9256977200
다바755809,127.2254709000,36.9265991700
다바755810,127.2254677000,36.9275006100
다바756567,127.2273685000,36.7084483200
다바756568,127.2273653000,36.7093498000
다바756569,127.2273622000,36.7102512800
다바756570,127.2273590000,36.7111527500
다바756571,127.2273558000,36.7120542300
다바756572,127.2273526000,36.7129557100
다바756573,127.2273494000,36.7138571800
다바756574,127.2273462000,36.7147586600
다바756575,127.2273431000,36.7156601300
다바756576,127.2273399000,36.7165616100
다바756577,127.2273367000,36.7174630900
다바756578,127.2273335000,36.7183645600
다바756579,127.2273303000,36.7192660400
다바756580,127.2273271000,36.7201675100
다바756581,127.2273239000,36.7210689900
다바756582,127.2273207000,36.7219704600
다바756583,127.2273176000,36.7228719400
다바756584,127.2273144000,36.7237734100
다바756585,127.2273112000,36.7246748900
다바756586,127.2273080000,36.7255763600
다바756587,127.2273048000,36.7264778400
다바756588,127.2273016000,36.7273793100
다바756589,127.2272984000,36.7282807800
다바756590,127.2272953000,36.7291822600
다바756591,127.2272921000,36.7300837300
다바756592,127.2272889000,36.7309852100
다바756593,127.2272857000,36.7318866800
다바756594,127.2272825000,36.7327881500
다바756595,127.2272793000,36.7336896300
다바756596,127.2272761000,36.7345911000
다바756597,127.2272729000,36.7354925700
다바756598,127.2272697000,36.7363940500
다바756599,127.2272666000,36.7372955200
다바756600,127.2272634000,36.7381969900
다바756601,127.2272602000,36.7390984600
다바756602,127.2272570000,36.7399999400
다바756603,127.2272538000,36.7409014100
다바756604,127.2272506000,36.7418028800
다바756605,127.2272474000,36.7427043500
다바756606,127.2272442000,36.7436058200
다바756607,127.2272410000,36.7445073000
다바756608,127.2272378000,36.7454087700
다바756609,127.2272347000,36.7463102400
다바756610,127.2272315000,36.7472117100
다바756611,127.2272283000,36.7481131800
다바756612,127.2272251000,36.7490146500
다바756613,127.2272219000,36.7499161200
다바756614,127.2272187000,36.7508175900
다바756615,127.2272155000,36.7517190600
다바756616,127.2272123000,36.7526205300
다바756617,127.2272091000,36.7535220000
다바756618,127.2272059000,36.7544234700
다바756619,127.2272027000,36.7553249400
다바756620,127.2271996000,36.7562264100
다바756621,127.2271964000,36.7571278800
다바756622,127.2271932000,36.7580293500
다바756623,127.2271900000,36.7589308200
다바756624,127.2271868000,36.7598322900
다바756625,127.2271836000,36.7607337600
다바756626,127.2271804000,36.7616352300
다바756627,127.2271772000,36.7625367000
다바756628,127.2271740000,36.7634381700
다바756629,127.2271708000,36.7643396400
다바756630,127.2271676000,36.7652411100
다바756631,127.2271644000,36.7661425700
다바756632,127.2271612000,36.7670440400
다바756633,127.2271580000,36.7679455100
다바756634,127.2271549000,36.7688469800
다바756635,127.2271517000,36.7697484500
다바756636,127.2271485000,36.7706499100
다바756637,127.2271453000,36.7715513800
다바756638,127.2271421000,36.7724528500
다바756639,127.2271389000,36.7733543200
다바756640,127.2271357000,36.7742557800
다바756641,127.2271325000,36.7751572500
다바756642,127.2271293000,36.7760587200
다바756643,127.2271261000,36.7769601800
다바756644,127.2271229000,36.7778616500
다바756645,127.2271197000,36.7787631200
다바756646,127.2271165000,36.7796645800
다바756647,127.2271133000,36.7805660500
다바756648,127.2271101000,36.7814675100
다바756649,127.2271069000,36.7823689800
다바756650,127.2271037000,36.7832704500
다바756651,127.2271005000,36.7841719100
다바756652,127.2270973000,36.7850733800
다바756653,127.2270941000,36.7859748400
다바756654,127.2270909000,36.7868763100
다바756655,127.2270877000,36.7877777700
다바756656,127.2270845000,36.7886792400
다바756657,127.2270814000,36.7895807000
다바756658,127.2270782000,36.7904821700
다바756659,127.2270750000,36.7913836300
다바756660,127.2270718000,36.7922851000
다바756661,127.2270686000,36.7931865600
다바756662,127.2270654000,36.7940880200
다바756663,127.2270622000,36.7949894900
다바756664,127.2270590000,36.7958909500
다바756665,127.2270558000,36.7967924200
다바756666,127.2270526000,36.7976938800
다바756667,127.2270494000,36.7985953400
다바756668,127.2270462000,36.7994968100
다바756669,127.2270430000,36.8003982700
다바756670,127.2270398000,36.8012997300
다바756671,127.2270366000,36.8022012000
다바756672,127.2270334000,36.8031026600
다바756673,127.2270302000,36.8040041200
다바756674,127.2270270000,36.8049055800
다바756675,127.2270238000,36.8058070500
다바756676,127.2270206000,36.8067085100
다바756677,127.2270174000,36.8076099700
다바756678,127.2270142000,36.8085114300
다바756679,127.2270110000,36.8094128900
다바756680,127.2270078000,36.8103143600
다바756681,127.2270046000,36.8112158200
다바756682,127.2270014000,36.8121172800
다바756683,127.2269982000,36.8130187400
다바756684,127.2269950000,36.8139202000
다바756685,127.2269918000,36.8148216600
다바756686,127.2269886000,36.8157231200
다바756687,127.2269854000,36.8166245800
다바756688,127.2269822000,36.8175260400
다바756689,127.2269790000,36.8184275000
다바756690,127.2269758000,36.8193289600
다바756691,127.2269726000,36.8202304200
다바756692,127.2269694000,36.8211318800
다바756693,127.2269662000,36.8220333400
다바756694,127.2269630000,36.8229348000
다바756695,127.2269598000,36.8238362600
다바756696,127.2269565000,36.8247377200
다바756697,127.2269533000,36.8256391800
다바756698,127.2269501000,36.8265406400
다바756699,127.2269469000,36.8274421000
다바756700,127.2269437000,36.8283435600
다바756701,127.2269405000,36.8292450200
다바756702,127.2269373000,36.8301464800
다바756703,127.2269341000,36.8310479300
다바756704,127.2269309000,36.8319493900
다바756705,127.2269277000,36.8328508500
다바756706,127.2269245000,36.8337523100
다바756707,127.2269213000,36.8346537700
다바756708,127.2269181000,36.8355552300
다바756709,127.2269149000,36.8364566800
다바756710,127.2269117000,36.8373581400
다바756711,127.2269085000,36.8382596000
다바756712,127.2269053000,36.8391610500
다바756713,127.2269021000,36.8400625100
다바756714,127.2268989000,36.8409639700
다바756715,127.2268957000,36.8418654300
다바756716,127.2268925000,36.8427668800
다바756717,127.2268893000,36.8436683400
다바756718,127.2268861000,36.8445698000
다바756719,127.2268828000,36.8454712500
다바756720,127.2268796000,36.8463727100
다바756721,127.2268764000,36.8472741600
다바756722,127.2268732000,36.8481756200
다바756723,127.2268700000,36.8490770800
다바756724,127.2268668000,36.8499785300
다바756725,127.2268636000,36.8508799900
다바756726,127.2268604000,36.8517814400
다바756727,127.2268572000,36.8526829000
다바756728,127.2268540000,36.8535843500
다바756729,127.2268508000,36.8544858100
다바756730,127.2268476000,36.8553872600
다바756731,127.2268444000,36.8562887200
다바756732,127.2268412000,36.8571901700
다바756733,127.2268379000,36.8580916300
다바756734,127.2268347000,36.8589930800
다바756735,127.2268315000,36.8598945300
다바756736,127.2268283000,36.8607959900
다바756737,127.2268251000,36.8616974400
다바756738,127.2268219000,36.8625988900
다바756739,127.2268187000,36.8635003500
다바756740,127.2268155000,36.8644018000
다바756741,127.2268123000,36.8653032600
다바756742,127.2268091000,36.8662047100
다바756743,127.2268059000,36.8671061600
다바756744,127.2268026000,36.8680076100
다바756745,127.2267994000,36.8689090700
다바756746,127.2267962000,36.8698105200
다바756747,127.2267930000,36.8707119700
다바756748,127.2267898000,36.8716134200
다바756749,127.2267866000,36.8725148800
다바756750,127.2267834000,36.8734163300
다바756751,127.2267802000,36.8743177800
다바756752,127.2267770000,36.8752192300
다바756753,127.2267738000,36.8761206800
다바756754,127.2267705000,36.8770221400
다바756755,127.2267673000,36.8779235900
다바756756,127.2267641000,36.8788250400
다바756757,127.2267609000,36.8797264900
다바756758,127.2267577000,36.8806279400
다바756759,127.2267545000,36.8815293900
다바756760,127.2267513000,36.8824308400
다바756761,127.2267481000,36.8833322900
다바756762,127.2267449000,36.8842337400
다바756763,127.2267416000,36.8851351900
다바756764,127.2267384000,36.8860366400
다바756765,127.2267352000,36.8869380900
다바756766,127.2267320000,36.8878395400
다바756767,127.2267288000,36.8887409900
다바756768,127.2267256000,36.8896424400
다바756769,127.2267224000,36.8905438900
다바756770,127.2267191000,36.8914453400
다바756771,127.2267159000,36.8923467900
다바756772,127.2267127000,36.8932482400
다바756773,127.2267095000,36.8941496900
다바756774,127.2267063000,36.8950511400
다바756775,127.2267031000,36.8959525800
다바756776,127.2266999000,36.8968540300
다바756777,127.2266967000,36.8977554800
다바756778,127.2266934000,36.8986569300
다바756779,127.2266902000,36.8995583800
다바756780,127.2266870000,36.9004598300
다바756781,127.2266838000,36.9013612700
다바756782,127.2266806000,36.9022627200
다바756783,127.2266774000,36.9031641700
다바756784,127.2266741000,36.9040656200
다바756785,127.2266709000,36.9049670600
다바756786,127.2266677000,36.9058685100
다바756787,127.2266645000,36.9067699600
다바756788,127.2266613000,36.9076714000
다바756789,127.2266581000,36.9085728500
다바756790,127.2266549000,36.9094743000
다바756791,127.2266516000,36.9103757400
다바756792,127.2266484000,36.9112771900
다바756793,127.2266452000,36.9121786400
다바756794,127.2266420000,36.9130800800
다바756795,127.2266388000,36.9139815300
다바756796,127.2266356000,36.9148829700
다바756797,127.2266323000,36.9157844200
다바756798,127.2266291000,36.9166858600
다바756799,127.2266259000,36.9175873100
다바756800,127.2266227000,36.9184887500
다바756801,127.2266195000,36.9193902000
다바756802,127.2266162000,36.9202916400
다바756803,127.2266130000,36.9211930900
다바756804,127.2266098000,36.9220945300
다바756805,127.2266066000,36.9229959800
다바756806,127.2266034000,36.9238974200
다바756807,127.2266002000,36.9247988700
다바756808,127.2265969000,36.9257003100
다바756809,127.2265937000,36.9266017500
다바757567,127.2284882000,36.7084508800
다바757568,127.2284850000,36.7093523600
다바757569,127.2284818000,36.7102538400
다바757570,127.2284786000,36.7111553100
다바757571,127.2284755000,36.7120567900
다바757572,127.2284723000,36.7129582700
다바757573,127.2284691000,36.7138597400
다바757574,127.2284660000,36.7147612200
다바757575,127.2284628000,36.7156626900
다바757576,127.2284596000,36.7165641700
다바757577,127.2284564000,36.7174656500
다바757578,127.2284533000,36.7183671200
다바757579,127.2284501000,36.7192686000
다바757580,127.2284469000,36.7201700700
다바757581,127.2284437000,36.7210715500
다바757582,127.2284406000,36.7219730200
다바757583,127.2284374000,36.7228745000
다바757584,127.2284342000,36.7237759700
다바757585,127.2284310000,36.7246774500
다바757586,127.2284279000,36.7255789200
다바757587,127.2284247000,36.7264804000
다바757588,127.2284215000,36.7273818700
다바757589,127.2284184000,36.7282833500
다바757590,127.2284152000,36.7291848200
다바757591,127.2284120000,36.7300862900
다바757592,127.2284088000,36.7309877700
다바757593,127.2284057000,36.7318892400
다바757594,127.2284025000,36.7327907100
다바757595,127.2283993000,36.7336921900
다바757596,127.2283961000,36.7345936600
다바757597,127.2283930000,36.7354951300
다바757598,127.2283898000,36.7363966100
다바757599,127.2283866000,36.7372980800
다바757600,127.2283834000,36.7381995500
다바757601,127.2283802000,36.7391010300
다바757602,127.2283771000,36.7400025000
다바757603,127.2283739000,36.7409039700
다바757604,127.2283707000,36.7418054400
다바757605,127.2283675000,36.7427069100
다바757606,127.2283644000,36.7436083900
다바757607,127.2283612000,36.7445098600
다바757608,127.2283580000,36.7454113300
다바757609,127.2283548000,36.7463128000
다바757610,127.2283517000,36.7472142700
다바757611,127.2283485000,36.7481157400
다바757612,127.2283453000,36.7490172100
다바757613,127.2283421000,36.7499186900
다바757614,127.2283389000,36.7508201600
다바757615,127.2283358000,36.7517216300
다바757616,127.2283326000,36.7526231000
다바757617,127.2283294000,36.7535245700
다바757618,127.2283262000,36.7544260400
다바757619,127.2283231000,36.7553275100
다바757620,127.2283199000,36.7562289800
다바757621,127.2283167000,36.7571304500
다바757622,127.2283135000,36.7580319200
다바757623,127.2283103000,36.7589333900
다바757624,127.2283072000,36.7598348600
다바757625,127.2283040000,36.7607363300
다바757626,127.2283008000,36.7616377900
다바757627,127.2282976000,36.7625392600
다바757628,127.2282944000,36.7634407300
다바757629,127.2282913000,36.7643422000
다바757630,127.2282881000,36.7652436700
다바757631,127.2282849000,36.7661451400
다바757632,127.2282817000,36.7670466100
다바757633,127.2282785000,36.7679480700
다바757634,127.2282754000,36.7688495400
다바757635,127.2282722000,36.7697510100
다바757636,127.2282690000,36.7706524800
다바757637,127.2282658000,36.7715539500
다바757638,127.2282626000,36.7724554100
다바757639,127.2282594000,36.7733568800
다바757640,127.2282563000,36.7742583500
다바757641,127.2282531000,36.7751598100
다바757642,127.2282499000,36.7760612800
다바757643,127.2282467000,36.7769627500
다바757644,127.2282435000,36.7778642200
다바757645,127.2282404000,36.7787656800
다바757646,127.2282372000,36.7796671500
다바757647,127.2282340000,36.7805686100
다바757648,127.2282308000,36.7814700800
다바757649,127.2282276000,36.7823715500
다바757650,127.2282244000,36.7832730100
다바757651,127.2282213000,36.7841744800
다바757652,127.2282181000,36.7850759400
다바757653,127.2282149000,36.7859774100
다바757654,127.2282117000,36.7868788700
다바757655,127.2282085000,36.7877803400
다바757656,127.2282053000,36.7886818000
다바757657,127.2282022000,36.7895832700
다바757658,127.2281990000,36.7904847300
다바757659,127.2281958000,36.7913862000
다바757660,127.2281926000,36.7922876600
다바757661,127.2281894000,36.7931891300
다바757662,127.2281862000,36.7940905900
다바757663,127.2281830000,36.7949920600
다바757664,127.2281799000,36.7958935200
다바757665,127.2281767000,36.7967949800
다바757666,127.2281735000,36.7976964500
다바757667,127.2281703000,36.7985979100
다바757668,127.2281671000,36.7994993700
다바757669,127.2281639000,36.8004008400
다바757670,127.2281607000,36.8013023000
다바757671,127.2281576000,36.8022037600
다바757672,127.2281544000,36.8031052300
다바757673,127.2281512000,36.8040066900
다바757674,127.2281480000,36.8049081500
다바757675,127.2281448000,36.8058096100
다바757676,127.2281416000,36.8067110800
다바757677,127.2281384000,36.8076125400
다바757678,127.2281353000,36.8085140000
다바757679,127.2281321000,36.8094154600
다바757680,127.2281289000,36.8103169200
다바757681,127.2281257000,36.8112183800
다바757682,127.2281225000,36.8121198500
다바757683,127.2281193000,36.8130213100
다바757684,127.2281161000,36.8139227700
다바757685,127.2281129000,36.8148242300
다바757686,127.2281098000,36.8157256900
다바757687,127.2281066000,36.8166271500
다바757688,127.2281034000,36.8175286100
다바757689,127.2281002000,36.8184300700
다바757690,127.2280970000,36.8193315300
다바757691,127.2280938000,36.8202329900
다바757692,127.2280906000,36.8211344500
다바757693,127.2280874000,36.8220359100
다바757694,127.2280842000,36.8229373700
다바757695,127.2280811000,36.8238388300
다바757696,127.2280779000,36.8247402900
다바757697,127.2280747000,36.8256417500
다바757698,127.2280715000,36.8265432100
다바757699,127.2280683000,36.8274446700
다바757700,127.2280651000,36.8283461300
다바757701,127.2280619000,36.8292475900
다바757702,127.2280587000,36.8301490500
다바757703,127.2280555000,36.8310505000
다바757704,127.2280523000,36.8319519600
다바757705,127.2280492000,36.8328534200
다바757706,127.2280460000,36.8337548800
다바757707,127.2280428000,36.8346563400
다바757708,127.2280396000,36.8355578000
다바757709,127.2280364000,36.8364592500
다바757710,127.2280332000,36.8373607100
다바757711,127.2280300000,36.8382621700
다바757712,127.2280268000,36.8391636300
다바757713,127.2280236000,36.8400650800
다바757714,127.2280204000,36.8409665400
다바757715,127.2280172000,36.8418680000
다바757716,127.2280140000,36.8427694500
다바757717,127.2280109000,36.8436709100
다바757718,127.2280077000,36.8445723700
다바757719,127.2280045000,36.8454738200
다바757720,127.2280013000,36.8463752800
다바757721,127.2279981000,36.8472767400
다바757722,127.2279949000,36.8481781900
다바757723,127.2279917000,36.8490796500
다바757724,127.2279885000,36.8499811000
다바757725,127.2279853000,36.8508825600
다바757726,127.2279821000,36.8517840100
다바757727,127.2279789000,36.8526854700
다바757728,127.2279757000,36.8535869200
다바757729,127.2279725000,36.8544883800
다바757730,127.2279693000,36.8553898300
다바757731,127.2279661000,36.8562912900
다바757732,127.2279629000,36.8571927400
다바757733,127.2279598000,36.8580942000
다바757734,127.2279566000,36.8589956500
다바757735,127.2279534000,36.8598971100
다바757736,127.2279502000,36.8607985600
다바757737,127.2279470000,36.8617000100
다바757738,127.2279438000,36.8626014700
다바757739,127.2279406000,36.8635029200
다바757740,127.2279374000,36.8644043800
다바757741,127.2279342000,36.8653058300
다바757742,127.2279310000,36.8662072800
다바757743,127.2279278000,36.8671087300
다바757744,127.2279246000,36.8680101900
다바757745,127.2279214000,36.8689116400
다바757746,127.2279182000,36.8698130900
다바757747,127.2279150000,36.8707145500
다바757748,127.2279118000,36.8716160000
다바757749,127.2279086000,36.8725174500
다바757750,127.2279054000,36.8734189000
다바757751,127.2279022000,36.8743203500
다바757752,127.2278990000,36.8752218100
다바757753,127.2278958000,36.8761232600
다바757754,127.2278926000,36.8770247100
다바757755,127.2278894000,36.8779261600
다바757756,127.2278862000,36.8788276100
다바757757,127.2278830000,36.8797290600
다바757758,127.2278798000,36.8806305100
다바757759,127.2278766000,36.8815319700
다바757760,127.2278734000,36.8824334200
다바757761,127.2278702000,36.8833348700
다바757762,127.2278670000,36.8842363200
다바757763,127.2278638000,36.8851377700
다바757764,127.2278606000,36.8860392200
다바757765,127.2278574000,36.8869406700
다바757766,127.2278542000,36.8878421200
다바757767,127.2278510000,36.8887435700
다바757768,127.2278478000,36.8896450200
다바757769,127.2278446000,36.8905464700
다바757770,127.2278414000,36.8914479200
다바757771,127.2278382000,36.8923493700
다바757772,127.2278350000,36.8932508100
다바757773,127.2278318000,36.8941522600
다바757774,127.2278286000,36.8950537100
다바757775,127.2278254000,36.8959551600
다바757776,127.2278222000,36.8968566100
다바757777,127.2278190000,36.8977580600
다바757778,127.2278158000,36.8986595100
다바757779,127.2278126000,36.8995609500
다바757780,127.2278094000,36.9004624000
다바757781,127.2278062000,36.9013638500
다바757782,127.2278030000,36.9022653000
다바757783,127.2277998000,36.9031667400
다바757784,127.2277966000,36.9040681900
다바757785,127.2277934000,36.9049696400
다바757786,127.2277902000,36.9058710900
다바757787,127.2277870000,36.9067725300
다바757788,127.2277838000,36.9076739800
다바757789,127.2277806000,36.9085754300
다바757790,127.2277774000,36.9094768700
다바757791,127.2277742000,36.9103783200
다바757792,127.2277710000,36.9112797700
